doc_id,index_in_doc,term,is_food
9,373,busy,False
9,378,working,False
9,386,at,False
9,389,home,False
9,394,my,False
9,397,husband,False
9,358,and,False
9,409,myself,False
9,416,decided,False
9,43,to,False
9,214,order,False
9,433,from,False
9,438,barburritos,False
9,450,delivery,False
9,42,i,False
9,462,should,False
9,469,also,False
9,474,mention,False
9,482,that,False
9,487,if,False
9,490,you,False
9,31,go,False
9,260,to,False
9,500,justeat,False
9,93,ca,False
9,438,barburrito,False
9,522,charges,False
9,531,delivery,False
9,541,orderit,False
9,290,ca,False
9,552,has,False
9,556,no,False
9,522,charge,False
9,567,dont,False
9,572,know,False
9,577,if,False
9,580,thats,False
9,52,the,False
9,590,ordering,False
9,599,website,False
9,214,or,False
9,198,the,False
9,614,restaurant,False
9,625,but,False
9,629,its,False
9,88,a,False
9,635,tip,False
9,639,for,False
9,643,anyone,False
9,650,who,False
9,654,decides,False
9,304,to,False
9,427,order,False
9,671,from,False
9,676,this,False
9,681,place,False
9,151,so,False
9,59,i,False
9,692,went,False
9,697,ahead,False
9,401,and,False
9,707,placed,False
9,228,the,False
9,541,order,False
9,726,only,False
9,309,to,False
9,189,have,False
9,42,it,False
9,116,be,False
9,745,rejected,False
9,754,by,False
9,511,barburrito,False
9,768,because,False
9,776,they,False
9,781,are,False
9,785,busy,False
9,790,right,False
9,573,now,False
9,801,this,False
9,806,restaurant,False
9,15,is,False
9,820,listed,False
9,97,on,False
9,830,two,False
9,834,different,False
9,844,food,False
9,849,ordering,False
9,858,sites,False
9,864,but,False
9,868,they,False
9,873,wont,False
9,450,deliver,False
9,835,if,False
9,889,they,False
9,894,dont,False
9,899,feel,False
9,904,inclined,False
9,913,seriously,False
9,471,so,False
9,71,i,False
9,734,have,False
9,933,learned,False
9,409,my,False
9,944,lesson,False
9,952,dont,False
9,957,give,False
9,962,places,False
9,969,second,False
9,283,or,False
9,979,even,False
9,984,third,False
9,990,chances,False
9,405,and,False
9,1003,this,False
9,707,place,False
9,1016,dont,False
9,1021,even,False
9,1026,give,False
9,105,it,False
9,94,a,False
9,1036,first,False
9,990,chance,False
9,1050,not,False
9,1054,worth,False
9,445,it,False
9,484,at,False
9,1066,all,False
8,0,always,False
8,7,drove,False
8,13,past,False
8,18,this,False
8,23,coffee,True
8,30,house,False
8,36,and,False
8,40,wondered,False
8,49,about,False
8,55,it,False
8,59,bf,False
8,62,and,False
8,20,i,False
8,68,finally,False
8,76,made,False
8,81,the,False
8,85,stop,False
8,86,to,False
8,93,try,False
8,97,this,False
8,102,place,False
8,51,out,False
8,112,cute,False
8,117,quaint,False
8,124,coffee,True
8,131,shop,False
8,136,with,False
8,141,nice,False
8,146,muskoka,False
8,154,chairs,False
8,161,outside,False
8,170,bf,False
8,173,ordered,False
8,36,an,False
8,142,ice,False
8,189,coffee,True
8,198,and,False
8,202,really,False
8,209,enjoyed,False
8,137,it,False
8,220,guess,False
8,226,we,False
8,229,will,False
8,234,be,False
8,237,back,False
8,242,again,False
6,0,this,False
6,5,place,False
6,2,is,False
6,14,really,False
6,21,good,False
6,26,the,False
6,30,best,False
6,35,restaurant,False
6,46,in,False
6,49,the,False
6,53,area,False
6,58,the,False
6,62,food,False
6,67,there,False
6,11,is,False
6,76,really,False
6,83,tasty,False
6,90,especially,False
6,67,the,False
6,106,ahi,False
6,111,tuna,False
6,118,club,False
6,124,sandwich,False
6,138,lobster,False
6,146,ravioli,False
6,125,and,False
6,101,the,False
6,165,tandoori,False
6,174,chicken,True
6,182,flat,False
6,188,bread,False
6,198,they,False
6,203,also,False
6,208,have,False
6,213,mock,False
6,218,chicken,True
6,226,for,False
6,230,those,False
6,236,who,False
6,53,are,False
6,244,vegetarians,False
6,256,gorgeous,False
6,265,patio,False
6,271,for,False
6,160,the,False
6,279,summer,False
6,286,time,False
7,0,long,False
7,5,line,False
7,10,ups,False
7,14,for,False
7,18,sunday,False
7,25,brunch,False
7,33,but,False
7,37,so,False
7,40,worth,False
7,46,itthe,False
7,52,baked,False
7,59,french,False
7,67,toast,False
7,77,is,False
7,80,amazing,False
7,88,very,False
7,93,big,False
7,97,portion,False
7,105,thoughthe,False
7,115,butter,False
7,123,tart,False
7,130,was,False
7,134,definitely,False
7,48,the,False
7,149,best,False
7,154,butter,False
7,162,tart,False
7,169,ive,False
7,173,ever,False
7,178,had,False
7,182,note,False
7,46,it,False
7,190,is,False
7,22,a,False
7,195,very,False
7,200,small,False
7,206,cafe,False
7,182,not,False
7,215,good,False
7,220,for,False
7,224,large,False
7,230,groups,False
5,0,had,False
5,4,their,False
5,11,chocolate,False
5,22,almond,False
5,29,croissant,False
5,43,and,False
5,47,it,False
5,50,was,False
5,54,amazing,False
5,62,so,False
5,65,light,False
5,71,and,False
5,75,buttery,False
5,83,and,False
5,87,oh,False
5,90,my,False
5,93,how,False
5,97,chocolaty,False
5,107,if,False
5,110,youre,False
5,116,looking,False
5,124,for,False
5,1,a,False
5,130,light,False
5,136,breakfast,False
5,146,then,False
5,151,head,False
5,156,out,False
5,160,here,False
5,166,perfect,False
5,174,spot,False
5,179,for,False
5,17,a,False
5,185,coffee,True
5,192,latt,True
5,197,before,False
5,204,heading,False
5,212,out,False
5,216,to,False
5,4,the,False
5,223,old,False
5,227,port,False
3,0,found,False
3,6,this,False
3,11,bakery,False
3,18,while,False
3,24,wandering,False
3,34,on,False
3,37,queen,False
3,43,street,False
3,51,it,False
3,54,was,False
3,58,hidden,False
3,65,on,False
3,12,a,False
3,70,side,False
3,75,street,False
3,82,walked,False
3,89,inside,False
3,96,to,False
3,99,check,False
3,105,it,False
3,108,out,False
3,25,and,False
3,116,it,False
3,119,was,False
3,123,very,False
3,128,quaint,False
3,135,inside,False
3,143,lots,False
3,148,of,False
3,151,variety,False
3,160,we,False
3,163,had,False
3,167,gotten,False
3,25,a,False
3,176,loaf,False
3,181,of,False
3,184,brioche,False
3,192,bread,True
3,199,it,False
3,202,was,False
3,206,so,False
3,209,good,False
3,215,soft,False
3,112,and,False
3,224,sweet,False
3,231,just,False
3,236,the,False
3,240,way,False
3,244,it,False
3,247,should,False
3,254,be,False
3,257,they,False
3,262,have,False
3,267,lots,False
3,216,of,False
3,275,other,False
3,281,bread,True
3,287,that,False
3,8,i,False
3,294,cant,False
3,299,wait,False
3,304,to,False
3,167,go,False
3,310,back,False
3,220,and,False
3,319,try,False
0,0,small,False
0,6,family,False
0,13,restaurant,False
0,24,fish,False
0,29,was,False
0,33,really,False
0,40,fresh,False
0,2,all,False
0,50,the,False
0,54,cooks,False
0,60,were,False
0,65,japanese,False
0,74,thats,False
0,80,something,False
0,90,to,False
0,93,account,False
0,101,for,False
0,9,i,False
0,107,would,False
0,113,definitely,False
0,124,recommend,False
0,134,this,False
0,139,place,False
0,145,there,False
0,25,is,False
0,2,a,False
0,156,little,False
0,163,grocery,False
0,171,shop,False
0,176,on,False
0,145,the,False
0,183,side,False
0,188,with,False
0,7,a,False
0,195,wide,False
0,200,variety,False
0,208,of,False
0,211,imported,False
0,220,japanese,False
0,229,products,False
0,239,service,False
0,247,was,False
0,251,quick,False
4,0,i,False
4,2,got,False
4,6,a,False
4,8,regular,False
4,16,cheeseburger,True
4,29,without,False
4,37,the,False
4,41,salad,True
4,47,option,False
4,54,because,False
4,62,they,False
4,67,actually,False
4,76,ran,False
4,33,out,False
4,84,of,False
4,87,salad,True
4,62,the,False
4,99,place,False
4,105,was,False
4,109,kind,False
4,114,of,False
4,117,pricey,False
4,124,too,False
4,128,because,False
4,95,the,False
4,140,portion,False
4,148,sizes,False
4,154,are,False
4,13,a,False
4,160,lot,False
4,164,smaller,False
4,172,than,False
4,177,you,False
4,181,think,False
4,30,i,False
4,190,thought,False
4,30,it,False
4,201,tasted,False
4,208,great,False
4,214,but,False
4,218,for,False
4,136,the,False
4,117,price,False
4,50,i,False
4,234,wont,False
4,2,go,False
4,80,out,False
4,246,of,False
4,249,my,False
4,252,way,False
4,222,the,False
4,261,service,False
4,269,was,False
4,273,not,False
4,277,so,False
4,280,great,False
4,286,because,False
4,257,the,False
4,298,cashier,False
4,306,was,False
4,42,a,False
4,312,little,False
4,319,rude,False
4,324,explaining,False
4,124,to,False
4,338,me,False
4,341,that,False
4,346,there,False
4,352,was,False
4,273,no,False
4,359,salad,True
4,365,left,False
4,110,i,False
4,373,asked,False
4,379,if,False
4,382,there,False
4,388,were,False
4,393,any,False
4,397,other,False
4,403,options,False
4,411,for,False
4,415,greens,False
4,422,and,False
4,426,she,False
4,430,not,False
4,434,so,False
4,437,nicely,False
4,444,told,False
4,449,me,False
4,356,no,False
4,0,we,False
4,3,always,False
4,10,go,False
4,13,to,False
4,16,the,False
4,20,chevos,False
4,27,in,False
4,30,chandler,False
4,39,which,False
4,45,is,False
4,48,delicious,False
4,58,the,False
4,62,one,False
4,66,in,False
4,69,ahwatukee,False
4,79,is,False
4,82,different,False
4,92,for,False
4,96,some,False
4,101,reason,False
4,110,ordered,False
4,118,the,False
4,123,chicken,True
4,131,rolled,False
4,138,tacos,False
4,146,today,False
4,152,there,False
4,158,was,False
4,3,a,False
4,164,tiny,False
4,169,lil,False
4,173,piece,False
4,179,of,False
4,182,chicken,True
4,165,in,False
4,193,each,False
4,198,one,False
4,96,so,False
4,205,basically,False
4,27,i,False
4,217,had,False
4,222,rolled,False
4,230,deep,False
4,235,fried,False
4,242,tortillas,False
4,256,yuck,False
4,262,no,False
4,265,flavor,False
4,272,what,False
4,104,so,False
4,280,ever,False
4,287,also,False
4,292,ordered,False
4,300,carne,False
4,306,asada,False
4,138,taco,False
4,152,the,False
4,324,meat,True
4,329,tasted,False
4,336,old,False
4,340,like,False
4,345,it,False
4,348,was,False
4,352,cooked,False
4,359,earlier,False
4,32,and,False
4,371,just,False
4,376,thrown,False
4,62,on,False
4,320,the,False
4,390,grill,False
4,146,to,False
4,399,get,False
4,403,warm,False
4,410,very,False
4,415,dissapointed,False
0,0,read,False
0,5,an,False
0,8,article,False
0,16,online,False
0,23,about,False
0,29,this,False
0,34,being,False
0,40,the,False
0,44,best,False
0,49,glutenfree,False
0,60,shop,False
0,19,in,False
0,68,toronto,False
0,77,not,False
0,81,sure,False
0,86,if,False
0,11,i,False
0,91,agree,False
0,98,they,False
0,103,definitely,False
0,114,have,False
0,119,some,False
0,124,interesting,False
0,136,items,False
0,142,like,False
0,147,vegan,False
0,49,gluten,False
0,55,free,False
0,166,breads,False
0,175,that,False
0,19,i,False
0,182,havent,False
0,189,really,False
0,196,seen,False
0,201,anywhere,False
0,210,else,False
0,98,the,False
0,220,store,False
0,31,is,False
0,229,much,False
0,234,smaller,False
0,242,than,False
0,31,i,False
0,249,thought,False
0,108,it,False
0,260,would,False
0,34,be,False
0,269,based,False
0,16,on,False
0,278,what,False
0,283,their,False
0,289,website,False
0,297,says,False
0,303,when,False
0,36,i,False
0,167,read,False
0,315,their,False
0,321,description,False
0,333,of,False
0,336,prepared,False
0,345,foods,False
0,351,and,False
0,355,items,False
0,361,instore,False
0,65,i,False
0,371,was,False
0,375,really,False
0,382,excited,False
0,390,about,False
0,216,the,False
0,400,variety,False
0,409,but,False
0,413,once,False
0,86,i,False
0,420,found,False
0,283,the,False
0,363,store,False
0,436,which,False
0,226,is,False
0,445,hidden,False
0,452,if,False
0,455,you,False
0,459,dont,False
0,464,pay,False
0,468,attention,False
0,89,i,False
0,480,was,False
0,484,disappointed,False
0,2,a,False
0,500,lot,False
0,504,of,False
0,315,the,False
0,511,other,False
0,517,items,False
0,523,they,False
0,528,carry,False
0,71,on,False
0,396,the,False
0,541,shelf,False
0,547,can,False
0,44,be,False
0,554,found,False
0,36,in,False
0,563,various,False
0,571,stores,False
0,578,around,False
0,585,toronto,False
0,177,at,False
0,5,a,False
0,598,way,False
0,602,cheaper,False
0,610,price,False
0,616,too,False
0,620,if,False
0,623,you,False
0,340,are,False
0,65,in,False
0,426,the,False
0,638,neighbourhood,False
0,459,do,False
0,655,go,False
0,106,in,False
0,661,and,False
0,665,browse,False
0,673,otherwise,False
0,683,not,False
0,687,really,False
0,694,worth,False
0,507,the,False
0,704,drive,False
0,710,up,False
0,713,there,False
8,0,let,False
8,4,me,False
8,7,help,False
8,12,you,False
8,16,out,False
8,20,here,False
8,25,gollo,False
8,31,burro,False
8,37,green,False
8,43,style,False
8,50,chicken,False
8,58,enchilada,False
8,68,lunch,False
8,74,special,False
8,82,green,False
8,88,style,False
8,95,there,False
8,102,dont,False
8,107,worry,False
8,113,about,False
8,119,anything,False
8,128,else,False
8,103,on,False
8,95,the,False
8,140,menu,False
8,146,trust,False
8,152,aunty,False
8,158,erica,False
8,164,to,False
8,167,lead,False
8,172,you,False
8,176,along,False
8,136,the,False
8,186,path,False
8,191,of,False
8,194,good,False
8,199,taste,False
8,206,these,False
8,212,are,False
8,182,the,False
8,220,fivestar,False
8,229,absolutely,False
8,240,stellar,False
8,248,staples,False
8,256,of,False
8,259,this,False
8,264,establishment,False
8,278,now,False
8,52,i,False
8,284,have,False
8,289,to,False
8,292,admit,False
8,298,that,False
8,187,at,False
8,306,first,False
8,312,introduction,False
8,325,many,False
8,330,years,False
8,336,ago,False
8,62,i,False
8,342,would,False
8,348,have,False
8,353,rated,False
8,359,this,False
8,364,place,False
8,278,no,False
8,373,higher,False
8,380,than,False
8,385,two,False
8,389,stars,False
8,206,the,False
8,400,service,False
8,408,was,False
8,412,spotty,False
8,200,as,False
8,422,has,False
8,426,been,False
8,431,mentioned,False
8,441,before,False
8,448,with,False
8,64,a,False
8,455,couple,False
8,462,folks,False
8,468,doing,False
8,474,quadruple,False
8,484,duty,False
8,409,as,False
8,492,wait,False
8,497,staff,False
8,503,busser,False
8,510,hostess,False
8,518,and,False
8,522,cashier,False
8,216,the,False
8,535,red,False
8,539,sauce,False
8,545,was,False
8,549,forgettable,False
8,396,the,False
8,565,ambiance,False
8,574,nearly,False
8,581,nonexistent,False
8,593,and,False
8,531,the,False
8,601,menu,False
8,606,limited,False
8,615,but,False
8,619,like,False
8,66,a,False
8,626,good,False
8,631,mold,False
8,636,think,False
8,373,high,False
8,647,quality,False
8,655,blue,False
8,660,cheese,False
8,667,casa,False
8,672,reynoso,False
8,680,grew,False
8,133,on,False
8,140,me,False
8,692,this,False
8,697,place,False
8,261,is,False
8,706,now,False
8,300,at,False
8,561,the,False
8,717,top,False
8,721,of,False
8,724,my,False
8,727,short,False
8,733,list,False
8,738,of,False
8,741,fave,False
8,746,lunch,False
8,752,spots,False
8,124,in,False
8,761,tempe,False
8,597,the,False
8,771,service,False
8,270,is,False
8,79,a,False
8,784,little,False
8,791,slow,False
8,796,but,False
8,800,come,False
8,96,here,False
8,178,on,False
8,713,the,False
8,817,reg,False
8,821,and,False
8,825,you,False
8,829,will,False
8,426,be,False
8,837,greeted,False
8,845,by,False
8,848,name,False
8,853,and,False
8,857,your,False
8,862,usual,False
8,868,order,False
8,874,remembered,False
8,767,the,False
8,890,fact,False
8,895,that,False
8,900,its,False
8,113,a,False
8,906,family,False
8,913,run,False
8,917,joint,False
8,361,is,False
8,813,the,False
8,930,reason,False
8,937,why,False
8,941,everyone,False
8,950,does,False
8,955,double,False
8,962,time,False
8,967,during,False
8,886,the,False
8,978,lunch,False
8,984,rush,False
8,926,the,False
8,994,ambiance,False
8,586,is,False
8,119,a,False
8,1008,little,False
8,1015,dated,False
8,1021,but,False
8,1025,its,False
8,1029,quaint,False
8,1036,and,False
8,974,the,False
8,1044,amount,False
8,1051,of,False
8,1054,heart,False
8,1060,this,False
8,1065,establishment,False
8,1079,has,False
8,1083,compared,False
8,717,to,False
8,119,any,False
8,1099,other,False
8,1105,fast,False
8,1110,food,False
8,1115,mexibertos,False
8,108,or,False
8,1129,bland,False
8,1135,hot,False
8,1139,garbage,False
8,1147,like,False
8,1152,macayos,False
8,694,is,False
8,1163,unmatched,False
8,1173,this,False
8,703,is,False
8,1181,arizonastyle,False
8,1194,mexican,False
8,1202,food,False
8,1207,make,False
8,370,no,False
8,1215,mistake,False
8,1223,about,False
8,295,it,False
8,990,the,False
8,1237,mecca,False
8,1243,of,False
8,1246,mexican,False
8,1254,food,False
8,734,is,False
8,1262,rooted,False
8,1269,firmly,False
8,312,in,False
8,1279,mexico,False
8,1131,and,False
8,1290,this,False
8,1295,place,False
8,779,is,False
8,1040,the,False
8,1308,copper,False
8,1315,states,False
8,1218,take,False
8,322,on,False
8,449,it,False
8,1334,mounds,False
8,1341,of,False
8,1344,freshly,False
8,1352,pressed,False
8,1360,tortillas,False
8,1286,and,False
8,1374,chips,False
8,1380,made,False
8,1385,from,False
8,1390,snowy,False
8,1396,white,False
8,1402,peaks,False
8,1408,of,False
8,1411,manteca,False
8,1419,lard,False
8,1344,fresh,False
8,1430,salsa,False
8,1436,with,False
8,1100,the,False
8,1445,perfect,False
8,1453,amount,False
8,1460,of,False
8,1463,spice,False
8,1469,green,False
8,1475,sauce,False
8,1481,that,False
8,1486,will,False
8,1491,blow,False
8,1496,your,False
8,1501,mind,False
8,1370,and,False
8,1510,rice,False
8,119,an,False
8,1518,beans,False
8,1524,that,False
8,1087,are,False
8,1533,good,False
8,1538,enough,False
8,1092,to,False
8,1548,stand,False
8,436,on,False
8,1557,their,False
8,1563,own,False
8,1567,just,False
8,874,remember,False
8,1581,gollo,False
8,1587,burro,False
8,1593,green,False
8,1188,style,False
8,1606,chicken,False
8,1614,enchilada,False
8,1624,lunch,False
8,1630,special,False
8,1638,green,False
8,1599,style,False
8,1650,youre,False
8,1656,welcome,False
1,0,really,False
1,9,stars,False
1,17,wasnt,False
1,23,bad,False
1,27,sushi,True
1,34,decent,False
1,41,but,False
1,45,definitely,False
1,2,a,False
1,58,bit,False
1,62,on,False
1,65,the,False
1,69,pricier,False
1,77,side,False
1,83,the,False
1,87,rolls,False
1,93,are,False
1,97,slightly,False
1,106,smaller,False
1,115,shared,False
1,122,two,False
1,126,rolls,False
1,132,with,False
1,137,the,False
1,141,hubby,False
1,147,and,False
1,151,felt,False
1,156,like,False
1,31,i,False
1,163,wanted,False
1,170,more,False
1,175,and,False
1,179,usually,False
1,187,we,False
1,190,feel,False
1,195,full,False
1,200,after,False
1,207,rolls,False
1,214,we,False
1,217,had,False
1,221,tried,False
1,228,sushi,True
1,234,couture,False
1,242,maki,False
1,249,signature,False
1,87,roll,False
1,264,salmon,True
1,271,scallop,True
1,279,tobiko,True
1,50,it,False
1,290,typically,False
1,300,has,False
1,304,spicy,False
1,310,mayo,True
1,315,but,False
1,319,we,False
1,322,asked,False
1,328,for,False
1,332,no,False
1,335,mayo,True
1,340,since,False
1,346,the,False
1,350,other,False
1,126,roll,False
1,361,had,False
1,59,it,False
1,369,princess,False
1,378,maki,False
1,385,spicy,False
1,391,tuna,False
1,396,wrapped,False
1,404,with,False
1,409,avocado,False
1,417,bbq,False
1,191,eel,False
1,428,tuna,False
1,433,and,False
1,437,salmonboth,False
1,448,rolls,False
1,454,were,False
1,459,delicious,False
1,469,just,False
1,474,wish,False
1,133,it,False
1,17,was,False
1,486,slightly,False
1,495,bigger,False
5,0,the,False
5,4,food,False
5,9,is,False
5,12,okay,False
5,17,but,False
5,21,the,False
5,25,service,False
5,33,is,False
5,36,terrible,False
5,46,my,False
5,49,friend,False
5,56,ordered,False
5,14,a,False
5,66,dry,False
5,70,noodle,True
5,77,dish,False
5,82,and,False
5,86,instead,False
5,94,they,False
5,99,brought,False
5,107,him,False
5,111,one,False
5,115,with,False
5,120,soup,True
5,86,in,False
5,116,it,False
5,132,instead,False
5,140,of,False
5,143,remaking,False
5,94,the,False
5,156,entire,False
5,163,dish,False
5,168,they,False
5,173,poured,False
5,180,out,False
5,152,the,False
5,188,soup,True
5,193,and,False
5,197,gave,False
5,202,him,False
5,206,back,False
5,168,the,False
5,215,bowl,False
5,9,i,False
5,223,really,False
5,230,dont,False
5,235,like,False
5,128,it,False
5,243,when,False
5,248,people,False
5,230,do,False
5,258,that,False
5,263,because,False
5,271,its,False
5,275,not,False
5,184,the,False
5,283,same,False
5,288,dish,False
5,240,it,False
5,297,doesnt,False
5,304,seem,False
5,309,like,False
5,211,the,False
5,318,customer,False
5,327,comes,False
5,333,first,False
5,339,here,False
5,120,so,False
5,347,we,False
5,350,are,False
5,354,taking,False
5,174,our,False
5,365,business,False
5,374,elsewhere,False
1,0,i,False
1,2,went,False
1,7,to,False
1,10,italy,False
1,12,a,False
1,18,couple,False
1,25,of,False
1,28,times,False
1,34,and,False
1,38,this,False
1,43,pizza,True
1,40,is,False
1,52,really,False
1,59,resemblant,False
1,71,the,False
1,75,ambiance,False
1,49,is,False
1,87,classy,False
1,94,perfect,False
1,102,for,False
1,16,a,False
1,108,date,False
1,103,or,False
1,34,a,False
1,118,family,False
1,125,diner,False
1,132,prices,False
1,139,are,False
1,143,great,False
1,149,good,False
1,154,quality,False
1,162,food,False
1,167,and,False
1,171,good,False
1,176,service,False
1,10,i,False
1,187,will,False
1,192,come,False
1,197,back,False
1,202,for,False
1,206,sure,False
2,0,the,False
2,4,loud,False
2,9,banging,False
2,17,always,False
2,24,draws,False
2,30,crowds,False
2,37,as,False
2,40,you,False
2,44,walk,False
2,49,by,False
2,52,and,False
2,56,see,False
2,60,that,False
2,65,the,False
2,69,chef,False
2,74,is,False
2,77,making,False
2,84,fresh,False
2,90,noodles,True
2,99,noodles,True
2,107,are,False
2,111,delicious,False
2,121,and,False
2,125,you,False
2,129,definitely,False
2,140,need,False
2,145,to,False
2,148,make,False
2,153,sure,False
2,158,you,False
2,162,save,False
2,167,room,False
2,13,in,False
2,175,your,False
2,180,stomach,False
2,188,for,False
2,192,this,False
2,197,when,False
2,175,you,False
2,206,come,False
2,181,to,False
2,214,pacific,False
2,222,mallafter,False
2,232,trying,False
2,10,a,False
2,241,few,False
2,245,things,False
2,252,on,False
2,255,the,False
2,259,menu,False
2,265,the,False
2,269,true,False
2,274,favourite,False
2,194,is,False
2,287,still,False
2,293,the,False
2,298,dan,False
2,302,dan,False
2,306,noodles,True
2,317,there,False
2,284,is,False
2,326,something,False
2,336,about,False
2,317,the,False
2,346,spicy,False
2,355,peanut,False
2,362,sauce,False
2,370,soup,False
2,379,base,False
2,384,that,False
2,389,makes,False
2,134,it,False
2,326,so,False
2,401,flavourful,False
2,413,plus,False
2,418,when,False
2,202,you,False
2,427,add,False
2,431,their,False
2,437,homemade,False
2,447,chili,False
2,454,oil,False
2,280,it,False
2,466,makes,False
2,395,it,False
2,370,so,False
2,478,good,False
2,483,because,False
2,491,of,False
2,494,suns,False
2,500,dan,False
2,504,dan,False
2,508,noodles,True
2,519,my,False
2,522,bf,False
2,525,and,False
2,13,i,False
2,531,will,False
2,536,always,False
2,543,order,False
2,342,the,False
2,553,dan,False
2,557,fan,False
2,90,noodle,False
2,568,whenever,False
2,577,we,False
2,580,see,False
2,463,it,False
2,587,on,False
2,431,the,False
2,594,menu,False
2,599,but,False
2,398,so,False
2,606,far,False
2,90,no,False
2,613,one,False
2,617,has,False
2,549,the,False
2,625,same,False
2,401,flavour,False
2,380,as,False
2,641,suns,False
2,647,suns,False
2,323,is,False
2,590,the,False
2,662,best,False
2,667,we,False
2,670,have,False
2,675,had,False
6,0,my,False
6,3,sister,False
6,10,loves,False
6,16,this,False
6,21,place,False
6,27,probably,False
6,36,comes,False
6,42,by,False
6,45,once,False
6,23,a,False
6,52,week,False
6,57,once,False
6,62,every,False
6,68,two,False
6,72,weeksthe,False
6,81,hot,False
6,85,pot,False
6,89,for,False
6,93,two,False
6,4,is,False
6,31,a,False
6,102,great,False
6,108,deal,False
6,113,lots,False
6,118,of,False
6,121,food,False
6,126,that,False
6,131,can,False
6,135,probably,False
6,144,feed,False
6,150,assuming,False
6,159,you,False
6,163,arent,False
6,170,huge,False
6,175,eaters,False
6,183,just,False
6,188,regular,False
6,196,eaters,False
6,203,when,False
6,208,its,False
6,212,not,False
6,216,hot,False
6,220,pot,False
6,224,time,False
6,229,my,False
6,232,sister,False
6,239,says,False
6,244,they,False
6,249,have,False
6,254,really,False
6,261,good,False
6,266,hot,False
6,270,stone,False
6,277,bibimbap,False
6,289,which,False
6,18,is,False
6,298,what,False
6,303,she,False
6,307,typically,False
6,317,gets,False
4,0,love,False
4,5,coming,False
4,12,here,False
4,18,yes,False
4,22,the,False
4,26,place,False
4,32,always,False
4,39,needs,False
4,45,the,False
4,49,floor,False
4,55,swept,False
4,61,but,False
4,65,when,False
4,70,you,False
4,74,give,False
4,79,out,False
4,84,peanuts,True
4,8,in,False
4,95,the,False
4,99,shell,False
4,105,how,False
4,109,wont,False
4,114,it,False
4,117,always,False
4,124,be,False
4,28,a,False
4,129,bit,False
4,133,dirty,False
4,140,the,False
4,144,food,False
4,149,speaks,False
4,156,for,False
4,160,itself,False
4,167,so,False
4,170,good,False
4,176,burgers,False
4,184,are,False
4,188,made,False
4,193,to,False
4,196,order,False
4,202,and,False
4,206,the,False
4,210,meat,True
4,215,is,False
4,218,put,False
4,110,on,False
4,225,the,False
4,229,grill,False
4,235,when,False
4,240,you,False
4,244,order,False
4,250,your,False
4,255,sandwich,True
4,265,getting,False
4,273,the,False
4,277,small,False
4,176,burger,True
4,290,just,False
4,295,means,False
4,302,patty,False
4,308,the,False
4,312,regular,False
4,320,is,False
4,32,a,False
4,326,patty,False
4,283,burger,True
4,339,which,False
4,345,is,False
4,348,twice,False
4,354,the,False
4,358,deliciousness,False
4,373,getting,False
4,381,the,False
4,385,cajun,False
4,391,fries,True
4,397,adds,False
4,35,a,False
4,404,bit,False
4,408,of,False
4,411,spice,False
4,417,to,False
4,420,them,False
4,256,and,False
4,429,whatever,False
4,438,size,False
4,250,you,False
4,447,order,False
4,453,they,False
4,458,always,False
4,465,throw,False
4,471,more,False
4,476,fries,True
4,86,a,False
4,484,lot,False
4,488,more,False
4,493,fries,True
4,499,into,False
4,420,the,False
4,508,bag,False
0,0,cute,False
0,5,place,False
0,11,on,False
0,7,a,False
0,16,side,False
0,21,street,False
0,29,really,False
0,36,only,False
0,41,serving,False
0,49,the,False
0,53,locals,False
0,60,around,False
0,67,the,False
0,71,woodbine,False
0,80,danforth,False
0,89,area,False
0,94,bf,False
0,97,ordered,False
0,14,a,False
0,107,coffee,True
0,114,here,False
0,119,that,False
0,50,he,False
0,127,thought,False
0,135,was,False
0,139,pretty,False
0,146,good,False
0,152,they,False
0,157,seem,False
0,162,to,False
0,165,have,False
0,170,smoothies,True
0,180,and,False
0,184,fresh,False
0,190,juices,True
0,136,as,False
0,200,well,False
0,206,and,False
0,210,nifty,False
0,217,rice,False
0,222,bowls,False
0,231,will,False
0,236,be,False
0,239,back,False
0,244,to,False
0,247,try,False
0,251,out,False
0,152,the,False
0,259,juices,True
0,266,and,False
0,270,food,False
0,275,seems,False
0,281,to,False
0,284,be,False
0,31,a,False
0,289,quiet,False
0,295,place,False
0,301,to,False
0,304,chill,False
0,83,for,False
0,56,a,False
0,316,couple,False
0,108,of,False
0,326,hours,False
4,0,opened,False
4,7,by,False
4,10,pickle,False
4,17,barrel,False
4,24,glow,False
4,29,is,False
4,32,meant,False
4,38,to,False
4,41,be,False
4,44,this,False
4,49,new,False
4,53,healthy,False
4,61,eating,False
4,68,restaurant,False
4,79,that,False
4,84,ensures,False
4,92,you,False
4,96,do,False
4,99,not,False
4,103,over,False
4,108,indulge,False
4,116,on,False
4,119,certain,False
4,127,foods,False
4,134,they,False
4,139,have,False
4,144,burgers,True
4,152,that,False
4,157,are,False
4,161,served,False
4,168,bunless,False
4,176,and,False
4,18,a,False
4,182,side,False
4,187,of,False
4,190,salad,True
4,197,so,False
4,200,make,False
4,86,sure,False
4,210,you,False
4,214,read,False
4,134,the,False
4,223,fine,False
4,228,print,False
4,234,prior,False
4,240,to,False
4,243,order,False
4,249,to,False
4,84,ensure,False
4,259,you,False
