,docID,position,term,label
33534,526,189,way,False
33536,526,196,describe,False
33538,526,209,black,False
33539,526,215,phlegmatic,False
33540,526,226,chunks,False
33542,526,236,mucous,False
33543,526,243,laden,False
33544,526,249,smokers,False
33545,526,257,lung,False
33547,526,265,another,False
33551,526,288,perspective,False
33553,526,302,happen,False
33555,526,312,like,False
33557,526,321,gooey,False
33558,526,327,little,False
33559,526,334,pearls,False
33561,526,346,collect,False
33564,526,361,bottom,False
33566,526,371,milky,False
33567,526,377,green,False
33568,526,383,tea,False
33570,526,115,eba,False
33571,526,395,cafe,False
33574,526,407,best,False
33575,526,412,place,False
33578,526,425,valley,False
33580,526,435,indulge,False
33582,526,449,used,False
33585,526,460,located,False
33586,526,468,just,False
33587,526,473,north,False
33589,526,482,asu,False
33593,526,498,pop,False
33596,526,512,classes,False
33598,526,526,one,False
33599,526,530,day,False
33601,526,539,vanished,False
33602,526,548,without,False
33604,526,558,trace,False
33607,526,571,adrift,False
33608,526,578,without,False
33610,526,589,convenient,False
33611,526,600,bubbly,False
33612,526,607,study,False
33613,526,613,break,False
33614,526,619,fare,False
33617,526,631,fate,False
33623,526,656,stuck,False
33625,526,665,gridlock,False
33627,526,677,broadway,False
33631,526,702,mine,False
33632,526,707,eyes,False
33633,526,712,behold,False
33635,526,721,bright,False
33636,526,728,red,False
33637,526,391,eba,False
33640,526,741,strip,False
33641,526,747,mall,False
33642,526,752,across,False
33645,526,768,dairy,False
33646,526,774,plant,False
33648,527,2,really,False
33649,527,9,want,False
33651,527,17,give,False
33653,527,27,place,False
33654,527,33,four,False
33655,527,38,stars,False
33656,527,45,greg,False
33658,527,56,string,False
33663,527,75,toenails,False
33665,527,88,make,False
33667,527,96,repent,False
33670,527,110,burger,True
33671,527,117,sins,False
33674,527,128,knew,False
33677,527,139,reviewing,False
33679,527,153,favorite,False
33680,527,162,place,False
33682,527,171,just,False
33684,527,178,three,False
33685,527,38,star,False
33686,527,189,burger,True
33687,527,196,joint,False
33690,527,209,cant,False
33691,527,214,abide,False
33692,527,220,paying,False
33693,527,227,ten,False
33695,527,234,twelve,False
33696,527,241,bucks,False
33699,527,253,fast,False
33700,527,258,food,False
33701,527,263,burger,True
33702,527,270,fries,True
33705,527,282,drink,False
33706,527,289,thats,False
33707,527,295,crazy,False
33708,527,301,cakes,False
33709,527,308,granted,False
33711,527,320,burger,True
33713,527,330,juicy,False
33714,527,336,perfection,False
33715,527,347,grilled,False
33717,527,358,order,False
33720,527,372,many,False
33721,527,377,custom,False
33722,527,384,toppings,False
33725,527,401,hardening,False
33726,527,411,arteries,False
33727,527,209,can,False
33728,527,424,handle,False
33731,527,442,two,False
33733,527,449,particular,False
33735,527,465,get,False
33737,527,472,salivating,False
33738,527,483,every,False
33739,527,489,time,False
33740,527,494,grilled,False
33741,527,502,mushrooms,False
33743,527,516,onions,True
33745,527,529,alone,False
33747,527,542,warrant,False
33749,527,552,fourth,False
33750,527,184,star,False
33751,527,564,especially,False
33752,527,575,since,False
33754,527,586,dont,False
33755,527,591,cost,False
33757,527,599,extra,False
33758,527,605,couple,False
33759,527,612,bucks,False
33761,527,620,pop,False
33762,527,624,like,False
33764,527,634,places,False
33767,527,650,still,False
33769,527,658,six,False
33770,527,662,freakin,False
33771,527,670,dollar,False
33772,527,677,burger,True
33775,527,693,hadnt,False
33776,527,699,plastered,False
33778,527,715,walls,False
33780,527,726,newspaper,False
33781,527,736,reviews,False
33782,527,744,exalting,False
33784,527,757,cheap,False
33786,527,769,eats,False
33790,527,787,probably,False
33793,527,801,bit,False
33795,527,810,accommodating,False
33799,527,838,ten,False
33800,527,842,bucks,False
33803,527,854,fast,False
33804,527,859,foodie,False
33805,527,866,burger,True
33806,527,873,meal,False
33807,527,878,just,False
33808,527,883,aint,False
33810,528,0,hulas,False
33812,528,9,vibrant,False
33814,528,21,lovely,False
33817,528,37,def,False
33819,528,43,modern,False
33820,528,50,take,False
33822,528,58,retro,False
33823,528,64,tiki,False
33827,528,84,two,False
33828,528,88,dollar,False
33829,528,95,mimosas,True
33831,528,107,weekend,False
33832,528,115,brunch,False
33833,528,122,yall,False
33834,528,127,thats,False
33837,528,141,need,False
33839,528,149,know,False
33841,528,160,brunch,False
33845,528,178,good,False
33846,528,183,thing,False
33847,528,189,considering,False
33849,528,205,pretty,False
33850,528,212,bland,False
33852,528,222,tried,False
33854,528,232,island,False
33855,528,239,eggs,True
33856,528,244,benedict,False
33859,528,263,kielbasa,True
33862,528,280,hulas,False
33863,528,286,hangover,False
33864,528,295,hash,False
33866,528,306,eggs,True
33867,528,311,benedict,False
33869,528,325,done,False
33871,528,335,well,False
33873,528,344,nothing,False
33874,528,352,really,False
33875,528,359,sets,False
33877,528,369,dish,False
33878,528,374,apart,False
33880,528,326,one,False
33883,528,399,get,False
33884,528,403,anywhere,False
33885,528,412,else,False
33886,528,417,even,False
33889,528,431,atypical,False
33890,528,440,meat,True
33891,528,445,choices,False
33895,528,465,hawaiian,False
33896,528,474,pulled,False
33897,528,481,pork,False
33898,528,486,hash,False
33902,528,502,total,False
33903,528,508,bummer,False
33906,528,522,plate,False
33908,528,533,hashbrowns,True
33910,528,549,practically,False
33911,528,561,black,False
33914,528,575,places,False
33916,528,586,mushy,False
33918,528,595,others,False
33921,528,610,pulled,False
33922,528,617,pork,False
33925,528,628,mass,False
33927,528,636,dry,False
33928,528,640,bland,False
33929,528,646,shredded,False
33930,528,655,meat,True
33932,528,664,top,False
33936,528,679,eggs,True
33938,528,689,done,False
33940,528,699,hard,False
33943,528,712,runny,False
33944,528,718,yolk,False
33945,528,723,goodness,False
33946,528,733,suck,False
33947,528,738,probably,False
33948,528,747,will,False
33950,528,756,return,False
33952,528,767,brunch,False
33954,528,778,mimosas,True
33956,528,790,tacos,True
33957,528,796,may,False
33961,528,809,future,False
33963,528,820,tiki,False
33964,528,825,time,False
33965,528,830,happy,False
33966,528,836,hour,False
33967,528,841,also,False
33968,528,846,shows,False
33969,528,852,promise,False
33971,529,3,preface,False
33972,529,11,tomato,False
33973,529,18,jam,False
33975,529,27,day,False
33976,529,32,everyday,False
33977,529,42,thats,False
33978,529,48,seriously,False
33979,529,58,half,False
33981,529,67,reason,False
33983,529,76,go,False
33985,529,82,postinoused,False
33987,529,97,live,False
33988,529,102,near,False
33990,529,111,arcadia,False
33991,529,119,one,False
33993,529,127,got,False
33994,529,131,crazy,False
33997,529,146,bruschetta,True
33999,529,161,wine,True
34000,529,166,monday,False
34002,529,177,tuesday,False
34003,529,185,nights,False
34004,529,193,tried,False
34006,529,204,location,False
34009,529,223,five,False
34010,529,228,times,False
34011,529,234,since,False
34013,529,244,opening,False
34014,529,253,food,False
34016,529,262,wine,True
34019,529,274,point,False
34020,529,280,decor,False
34022,529,289,beautiful,False
34023,529,300,really,False
34024,529,307,nice,False
34026,529,315,see,False
34028,529,323,old,False
34029,529,327,asu,False
34030,529,331,art,False
34031,529,335,annex,False
34032,529,341,revitalized,False
34035,529,361,service,False
34037,529,372,seriously,False
34038,529,382,spotty,False
34039,529,98,ive,False
34041,529,398,one,False
34042,529,402,good,False
34043,529,407,experience,False
34047,529,429,five,False
34050,529,442,rest,False
34051,529,447,suffered,False
34053,529,461,forgotten,False
34055,529,474,wrong,False
34056,529,480,wine,True
34057,529,485,plank,False
34059,529,494,bruschetta,True
34060,529,505,never,False
34061,529,511,arriving,False
34064,529,532,order,False
34065,529,538,wasnt,False
34066,529,544,placed,False
34067,529,551,messed,False
34069,529,561,orders,False
34071,529,571,minute,False
34072,529,578,wait,False
34075,529,589,half,False
34076,529,594,empty,False
34077,529,600,restaurant,False
34078,529,612,weird,False
34080,529,622,really,False
34081,529,629,spotty,False
34082,529,636,service,False
34084,529,649,really,False
34085,529,656,enthusiastic,False
34086,529,669,weird,False
34088,529,679,spotty,False
34089,529,686,service,False
34091,529,696,feel,False
34092,529,701,like,False
34094,529,711,just,False
34096,529,718,couple,False
34097,529,725,seasoned,False
34098,529,734,veterans,False
34100,529,746,bring,False
34102,529,756,cute,False
34103,529,761,undergrad,False
34104,529,771,servers,False
34106,529,784,zero,False
34107,529,789,experience,False
34110,529,806,speed,False
34112,530,5,place,False
34115,530,18,equivalent,False
34117,530,32,salt,False
34118,530,37,lick,False
34119,530,42,thai,False
34122,530,56,taste,False
34124,530,67,little,False
34125,530,74,else,False
34128,530,88,heavy,False
34129,530,94,hand,False
34132,530,108,sodium,False
34135,530,122,kitchen,False
34136,530,131,none,False
34139,530,143,mouth,False
34140,530,149,watering,False
34141,530,158,aromatics,False
34143,530,173,normally,False
34144,530,182,characterize,False
34145,530,195,thai,False
34147,530,205,detectable,False
34148,530,216,either,False
34149,530,224,sorry,False
34150,530,230,basil,True
34151,530,236,lemongrass,True
34152,530,247,coconut,False
34153,530,255,milk,False
34155,530,264,galanga,True
34156,530,273,mixed,False
34157,530,279,vegetables,False
34158,530,290,consisted,False
34160,530,303,bamboo,False
34161,530,310,shoots,False
34163,530,321,green,False
34164,530,327,beans,False
34166,530,338,adventurous,False
34169,530,358,bamboo,False
34170,530,365,shoots,False
34172,530,377,undercooked,False
34174,530,393,mega,False
34175,530,398,crunchy,False
34176,530,407,hot,False
34177,530,411,apparently,False
34178,530,422,translates,False
34181,530,438,mild,False
34182,530,443,tingle,False
34185,530,458,tongue,False
34187,530,468,dont,False
34188,530,473,go,False
34189,530,476,expecting,False
34191,530,489,sate,False
34193,530,499,scoville,False
34194,530,508,craving,False
34197,530,524,top,False
34202,530,543,portions,False
34204,530,555,received,False
34206,530,569,meager,False
34209,530,584,prices,False
34211,530,594,might,False
34213,530,605,caught,False
34217,530,622,bad,False
34218,530,626,day,False
34220,530,634,theres,False
34221,530,641,much,False
34222,530,646,better,False
34223,530,653,thai,False
34229,530,675,valley,False
34230,530,683,even,False
34231,530,688,though,False
34233,530,697,live,False
34235,530,705,arcadia,False
34237,530,715,dont,False
34238,530,720,think,False
34239,530,726,theres,False
34241,530,737,way,False
34242,530,741,im,False
34243,530,744,coming,False
34244,530,751,back,False
34246,9,4,sure,False
34249,9,18,hype,False
34252,9,30,decided,False
34254,9,41,give,False
34257,9,53,try,False
34258,9,57,based,False
34262,9,74,reviews.maybe,False
34266,9,99,hyped,False
34270,9,115,wasnt,False
34272,9,124,amazing,False
34275,9,137,thought,False
34278,9,85,be.,False
34279,9,82,maybe,False
34285,9,183,ordered,False
34289,9,202,just,False
34290,9,207,ok.,False
34293,9,218,ordered,False
34295,9,230,kimchi,False
34296,9,237,fries,False
34299,9,253,kind,False
34301,9,261,like,False
34303,9,268,ny,False
34304,9,271,fries,False
34306,9,281,works.,False
34308,9,292,grilled,False
34309,9,300,pork,False
34310,9,305,banh,False
34311,9,310,mi,False
34313,9,317,ok.,False
34314,9,321,will,False
34316,9,329,back,False
34318,9,337,try,False
34320,9,347,stuff,False
34321,9,353,like,False
34323,9,362,bao,True
34324,9,366,version,False
34327,9,382,pork,False
34328,9,387,belly.,False
34330,5,5,place,False
34332,5,14,awesome,False
34333,5,22,definitely,False
34334,5,33,authenticmy,False
34335,5,45,two,False
34336,5,49,favourite,False
34337,5,59,dishes,False
34340,5,74,rice,False
34341,5,79,flour,False
34342,5,85,rolls,False
34345,5,99,chicken,False
34346,5,107,pho.,False
34348,5,116,rice,False
34349,5,121,flour,False
34350,5,127,rolls,False
34352,5,137,always,False
34353,5,144,fresh,False
34354,5,150,whenever,False
34355,5,159,im,False
34359,5,176,chicken,False
34360,5,107,pho,False
34362,5,191,always,False
34363,5,198,flavourful,False
34364,5,209,mmmm....just,False
34365,5,222,thinking,False
34368,5,237,makes,False
34370,5,246,want,False
34371,5,251,somemy,False
34372,5,258,boyfriend,False
34374,5,271,vietnamese,False
34377,5,289,agrees,False
34380,5,306,place,False
34382,5,33,authentic,False
34384,5,329,one,False
34387,5,340,best,False
34388,5,345,vietnamese,False
34389,5,356,restaurants,False
34392,5,154,ever,False
34393,5,380,eaten,False
34394,5,386,at.prices,False
34397,5,405,reasonable,False
34399,4,0,wanted,False
34401,4,10,check,False
34404,4,25,place,False
34405,4,31,due,False
34409,4,46,hype,False
34412,4,57,heard.,False
34414,4,67,friend,False
34415,4,74,wanted,False
34417,4,84,come,False
34421,4,102,birthday.,False
34425,4,121,group,False
34427,4,130,seven,False
34429,4,140,based,False
34432,4,153,way,False
34434,4,161,seating,False
34435,4,169,works,False
34439,4,184,communal,False
34441,4,196,wind,False
34443,4,204,sharing,False
34445,4,217,another,False
34446,4,225,group,False
34448,4,234,five.,False
34449,4,240,food,False
34451,4,249,ok,False
34453,4,257,sure,False
34456,4,271,hype,False
34457,4,245,was.,False
34458,4,281,almost,False
34461,4,296,dishes,False
34464,4,312,sort,False
34466,4,320,cheese,True
34468,4,330,it.this,False
34469,4,338,place,False
34472,4,352,loud,False
34475,4,364,ideal,False
34477,4,374,catching,False
34478,4,383,up/talking.,False
34481,4,401,great,False
34482,4,407,place,False
34484,4,416,go,False
34489,4,435,gluten,False
34491,4,445,vegan,False
34492,4,451,restrictions.interesting,False
34493,4,476,concept.,False
34495,4,491,definitely,False
34496,4,502,recommend,False
34498,4,515,try,False
34500,4,524,place,False
34503,4,540,definitely,False
34505,4,555,worth,False
34507,4,567,mins,False
34508,4,572,wait.,False
34509,8,0,omg,False
34510,8,5,definitely,False
34511,8,16,worth,False
34512,8,22,going,False
34517,8,42,montrealand,False
34518,8,54,remember,False
34520,8,66,eat,False
34522,8,73,fresh,False
34525,8,86,amazing,False
34526,8,94,paired,False
34529,8,109,organic,False
34530,8,117,cream,False
34531,8,123,cheese.,False
34532,8,131,mmmm....,False
34534,6,2,must,False
34535,6,7,stop,False
34540,6,28,montreali,False
34543,6,45,mtl,False
34546,6,57,weekend,False
34548,6,69,wind,False
34550,6,77,eating,False
34552,6,90,nights,False
34555,6,102,rowthe,False
34556,6,109,sandwiches,True
34559,6,129,unbelieveable,False
34561,6,147,smoked,False
34562,6,154,meat,True
34565,6,165,tasty,False
34567,6,175,salty,False
34570,6,188,good.,False
34572,6,198,bread,True
34573,6,204,definitely,False
34574,6,215,complements,False
34576,6,231,meatnot,False
34577,6,239,much,False
34580,6,249,line,False
34584,6,264,come,False
34585,6,269,either,False
34586,6,276,later,False
34589,6,289,evening.remember,False
34591,6,309,leave,False
34593,6,317,tip,False
34596,6,328,plate,False
34599,6,343,order,False
34600,6,349,take,False
34604,6,366,servers,False
34605,6,374,will,False
34607,6,382,extra,False
34608,6,388,nice,False
34610,6,397,funny,False
34611,2,0,server,False
34614,2,13,little,False
34615,2,20,rude.ordered,False
34617,2,37,calamari,True
34618,2,46,duck,False
34619,2,51,confit,False
34620,2,58,poutine,False
34623,2,74,trout,False
34624,2,80,fish,False
34626,2,90,miso,False
34627,2,95,soba,False
34630,2,110,tasty.,False
34631,2,117,definitely,False
34634,2,137,typical,False
34635,2,145,diner.,False
34636,8,0,great,False
34637,8,6,place,False
34639,8,15,chinatown,False
34641,8,28,get,False
34642,8,32,banh,False
34643,8,37,mi,False
34644,8,40,just,False
34645,8,45,make,False
34646,8,50,sure,False
34648,8,59,know,False
34651,8,73,want,False
34655,8,87,really,False
34656,8,94,crazy,False
34660,8,113,hectic,False
34662,8,124,ladies,False
34663,8,131,behind,False
34665,8,142,counter,False
34666,8,150,will,False
34667,8,155,harass,False
34671,8,176,move,False
34672,8,181,alonglots,False
34674,8,194,great,False
34675,8,200,prepacked,False
34676,8,210,food,False
34678,8,218,well,False
34681,8,230,sandwich,True
34682,8,239,isnt,False
34684,8,249,thing,False
34686,9,5,busy,False
34687,9,10,place,False
34691,9,26,friday,False
34692,9,33,night.,False
34693,9,40,definitely,False
34696,9,57,queen,False
34697,9,63,street,False
34698,9,70,feel,False
34701,9,84,decor.,False
34702,9,91,food,False
34705,9,101,little,False
34706,9,108,pricey,False
34709,9,123,bad.,False
34710,9,128,shrimp,False
34711,9,135,tempura,False
34712,9,143,appetizer,False
34715,9,158,good,False
34716,9,163,size,False
34718,9,172,sharing.,False
34719,9,181,sweet,False
34720,9,187,potato,False
34721,9,194,wedges,False
34723,9,205,well,False
34724,9,210,paired,False
34727,9,226,wasabi,False
34728,9,233,mayo.,False
34729,9,239,rolls,False
34732,9,158,good.,False
34736,9,272,different,False
34737,9,282,pink,False
34738,9,287,dragon,False
34739,9,239,roll,False
34742,9,308,scallops,True
34745,9,324,top.,False
34746,9,329,green,False
34747,9,335,dragon,False
34748,9,342,rolls,False
34750,9,352,definitely,False
34752,9,365,must,False
34753,9,370,try.,False
34755,9,379,avocado,True
34758,9,395,thinly,False
34759,9,402,sliced,False
34760,9,409,sprinkled,False
34762,9,424,something,False
34763,9,434,yummy,False
34765,9,443,top.,False
34768,1,8,currently,False
34770,1,21,parents,False
34771,1,29,new,False
34772,1,33,favourite,False
34773,1,43,restaurant.,False
34775,1,58,come,False
34779,1,75,morning,False
34781,1,87,dim,False
34782,1,91,sum.,False
34787,1,113,cart,False
34788,1,118,pushing,False
34789,1,126,type,False
34791,1,134,dim,False
34792,1,91,sum,False
34795,1,148,order,False
34799,1,165,sheet.,False
34800,1,172,dim,False
34801,1,138,sum,False
34804,1,187,bad,False
34807,1,199,expensive,False
34808,1,209,either.we,False
34809,1,219,also,False
34810,1,224,frequent,False
34812,1,237,dinner,False
34813,1,244,scene.,False
34815,1,257,set,False
34816,1,261,dinner,False
34817,1,268,menu,False
34820,1,187,bad.,False
34822,1,288,typically,False
34823,1,298,order,False
34825,1,307,dish,False
34826,1,312,menu,False
34829,1,325,big,False
34830,1,329,enough,False
34832,1,339,feed,False
34834,1,346,family,False
34837,1,362,leftovers.,False
34838,1,373,overall,False
34839,1,381,food,False
34841,1,389,pretty,False
34842,1,396,tasty,False
34843,2,0,came,False
34847,2,16,friends,False
34848,2,24,birthday.,False
34851,2,42,looked,False
34855,2,59,thought,False
34857,2,70,sound,False
34858,2,76,good.,False
34859,2,82,first,False
34864,2,103,made,False
34865,2,108,reservations,False
34870,2,137,pm,False
34871,2,140,time,False
34872,2,145,slot,False
34874,2,154,us,False
34877,2,165,looking,False
34879,2,177,pm,False
34887,2,211,seated,False
34890,2,225,lower,False
34891,2,231,area,False
34894,2,243,restaurant,False
34897,2,264,pretty,False
34898,2,271,empty.there,False
34901,2,290,extensive,False
34902,2,300,menu,False
34903,2,305,everything,False
34906,2,323,menu,False
34907,2,328,sound,False
34908,2,76,good,False
34912,2,351,got,False
34914,2,359,food,False
34917,2,375,nothing,False
34918,2,383,special,False
34919,2,391,especially,False
34923,2,414,paid,False
34925,2,49,it.,False
34927,2,431,pizzas,False
34929,2,442,huge,False
34930,2,447,portions,False
34934,2,467,order,False
34936,2,476,make,False
34937,2,481,sure,False
34939,2,490,share,False
34940,2,496,it.there,False
34942,2,510,risottos,True
34945,2,526,menu,False
34947,2,535,seasonal,False
34948,2,544,vegetable,True
34949,2,554,one,False
34952,2,565,better,False
34953,2,554,one.,False
34957,2,589,pastas,True
34959,2,601,portioned,False
34960,2,611,differently,False
34963,2,633,huge,False
34964,2,638,others,False
34966,2,650,tiny,False
34969,2,662,carefulthe,False
34970,2,673,food,False
34971,2,678,came,False
34973,2,687,really,False
34974,2,694,fast,False
34977,2,708,ordered,False
34979,2,719,fast,False
34984,2,741,food,False
34986,2,750,cold,False
34988,2,759,sure,False
34991,2,772,make,False
34994,2,783,advance,False
34996,2,795,just,False
34997,2,800,heat,False
34999,2,808,afterwards.,False
35001,2,824,desserts,False
35002,2,833,took,False
35003,2,838,forever,False
35005,2,849,come.at,False
35007,2,19,end,False
35010,2,872,night,False
35013,2,887,bill,False
35014,2,892,came,False
35018,2,909,water,False
35019,2,915,service,False
35020,2,923,charge,False
35021,2,0,.,False
35023,2,937,people,False
35025,2,948,just,False
35026,2,953,getting,False
35027,2,961,tap,False
35028,2,909,water.,False
35030,2,977,gratuity,False
35032,2,992,taxes.atmosphere,False
35034,2,334,good,False
35042,2,1047,recommend,False
35044,2,1062,place,False
35046,2,91,all.,False
35047,1,0,apparently,False
35048,1,11,haji,False
35049,1,16,baba,False
35050,1,21,isnt,False
35051,1,26,open,False
35053,1,34,sundays,False
35056,1,48,decided,False
35058,1,59,hit,False
35060,1,66,tasty,False
35061,1,72,kabob,False
35062,1,78,instead,False
35064,1,89,calling,False
35068,1,108,heading,False
35069,1,116,home.,False
35071,1,126,little,False
35072,1,133,parking,False
35073,1,141,lot,False
35076,1,150,strip,False
35077,1,156,mall,False
35079,1,165,apache,False
35081,1,176,bustling,False
35083,1,190,activity,False
35086,1,204,hoped,False
35090,1,222,able,False
35092,1,230,score,False
35094,1,238,table,False
35095,1,244,easier,False
35099,1,263,tried,False
35102,1,275,parking,False
35103,1,283,spot.,False
35105,1,291,dont,False
35106,1,296,like,False
35107,1,301,waiting,False
35110,1,317,first,False
35111,1,323,meal,False
35114,1,37,day.,False
35116,1,342,turn,False
35119,1,356,reckapotamus,False
35121,1,374,hell,False
35122,1,379,whose,False
35123,1,385,disposition,False
35126,1,402,combination,False
35131,1,432,pissed,False
35133,1,443,hippopotamus,False
35136,1,463,icy,False
35137,1,467,cold,False
35138,1,472,imp,False
35141,1,485,underworld.,False
35144,1,507,wasnt,False
35146,1,515,soul,False
35149,1,526,found,False
35150,1,532,enjoying,False
35152,1,543,tasty,False
35153,1,549,kabob...it,False
35156,1,566,strange,False
35157,1,574,twilight,False
35158,1,583,zone,False
35160,1,591,inactivity.,False
35161,1,603,everyone,False
35164,1,622,mother,False
35166,1,633,next,False
35167,1,638,door,False
35169,1,646,pita,True
35170,1,651,jungle,False
35172,1,662,just,False
35177,1,687,lot,False
35179,1,694,people,False
35181,1,707,doesnt,False
35182,1,714,mean,False
35185,1,727,good,False
35186,1,732,just,False
35189,1,747,prefer,False
35191,1,757,flock,False
35192,1,763,toward,False
35193,1,770,mediocrity,False
35194,1,781,like,False
35195,1,786,sheep,False
35197,1,795,lemmings.halfway,False
35200,1,824,meal,False
35203,1,835,thinking,False
35205,1,850,flocking,False
35206,1,859,too.,False
35207,1,864,although,False
35209,1,877,hummus,True
35210,1,884,came,False
35212,1,894,olives,True
35213,1,901,chopped,False
35214,1,909,tomatoes,True
35216,1,922,herbs,True
35220,1,937,bit,False
35221,1,941,bland,False
35222,1,947,overall.,False
35224,1,960,pitas,True
35226,1,971,warm,False
35228,1,980,delicious,False
35229,1,866,though,False
35232,1,1005,combination,False
35234,1,1020,hummus,True
35236,1,1031,flat,False
35237,1,1036,bread,False
35238,1,1042,helped,False
35239,1,1049,keep,False
35241,1,1058,reckapotamus,False
35242,1,1071,banished,False
35245,1,1087,depths.,False
35249,1,1104,generous,False
35250,1,1113,portion,False
35252,1,1125,two,False
35255,1,1135,found,False
35257,1,1148,munching,False
35260,1,1163,just,False
35262,1,1171,pass,False
35264,1,1180,time,False
35267,1,1195,lunches,False
35268,1,1203,came,False
35273,1,1227,exceptionally,False
35274,1,1241,well,False
35275,1,1246,done.so,False
35277,1,1256,wasnt,False
35278,1,1262,ravenous,False
35281,1,1279,meal,False
35282,1,1284,arrived,False
35286,1,1302,certainly,False
35287,1,1312,looking,False
35288,1,1320,forward,False
35291,1,1336,good,False
35292,1,1341,eats.,False
35293,1,1347,alas,False
35295,1,1356,chicken,True
35296,1,1364,schwarma,False
35297,1,960,pita,True
35298,1,1378,sandwich,True
35299,1,1387,delivered,False
35302,1,1406,mediocre,False
35303,1,1415,impression.,False
35305,1,1431,chicken,True
35307,1,1443,overly,False
35308,1,1450,dry,False
35311,1,1462,well,False
35312,1,1467,seasoned,False
35316,1,1373,pita,True
35319,1,1503,star,False
35322,1,1515,dish.,False
35324,1,1523,didnt,False
35327,1,1538,persian,False
35328,1,1546,ice,False
35329,1,1550,cream,False
35331,1,1561,time,False
35337,1,1584,past.,False
35339,1,1594,fairly,False
35340,1,1601,cheap,False
35342,1,1611,delicious,False
35351,1,1652,interested,False
35353,1,1666,trying,False
35355,1,1675,flavor,False
35356,1,1682,thats,False
35357,1,1688,certainly,False
35362,1,1713,baskin,False
35363,1,1720,robbins,False
35364,1,1728,give,False
35367,1,1738,whirl.,False
35368,1,472,im,False
35369,1,1748,considering,False
35370,1,1760,giving,False
35372,1,1772,place,False
35373,1,1778,another,False
35374,1,1786,star,False
35375,1,1791,based,False
35378,1,1804,ice,False
35379,1,1808,cream,False
35380,1,1814,alone...but,False
35382,1,1828,cant,False
35383,1,1833,bring,False
35385,1,56,to.,False
35387,1,1748,consider,False
35390,1,0,.,False
35391,1,1869,star,False
35392,1,1874,experience,False
35393,1,1885,overall.im,False
35394,1,1896,just,False
35395,1,1901,glad,False
35397,1,1910,prices,False
35399,1,1922,reasonable,False
35401,1,1195,lunch,False
35402,1,1943,six,False
35404,1,1950,seven,False
35405,1,1956,bucks,False
35408,1,1378,sandwich.,False
35409,1,1978,otherwise,False
35411,1,1990,might,False
35413,1,2001,felt,False
35415,1,2008,bit,False
35416,1,2012,cheated.,False
35418,1,2025,ambiance,False
35420,1,2038,lacking,False
35422,1,2049,well,False
35424,1,2059,generic,False
35425,1,2067,cafeteria,False
35426,1,2077,type,False
35427,1,2082,seating,False
35429,1,2093,stated,False
35433,1,2115,service,False
35435,1,2126,attentive,False
35437,1,2140,awkward,False
35438,1,2148,since,False
35443,1,2171,people,False
35448,1,2195,leaves,False
35450,1,2206,food,False
35451,1,1814,alone,False
35453,1,2220,shine.,False
35456,1,2235,food,False
35457,1,2240,isnt,False
35458,1,2245,squeaking,False
35462,1,2268,stars,False
35464,1,118,me.,False
35466,5,2,dont,False
35467,5,7,care,False
35469,5,16,many,False
35470,5,21,mill,False
35471,5,26,avenue,False
35472,5,33,establishments,False
35475,5,59,school,False
35476,5,66,year.,False
35477,5,72,drunken,False
35478,5,80,frat,False
35479,5,85,boys,False
35480,5,90,playing,False
35481,5,98,alpha,False
35482,5,104,male,False
35484,5,113,sorority,False
35485,5,122,girls,False
35488,5,140,slutty,False
35489,5,147,exhibitionist,False
35490,5,161,thing,False
35491,5,167,just,False
35492,5,172,hit,False
35494,5,178,sour,False
35495,5,183,note.,False
35496,5,189,however,False
35500,5,208,hours,False
35502,5,217,college,False
35503,5,225,binge,False
35504,5,231,drinking,False
35505,5,240,say,False
35506,5,244,saturday,False
35507,5,249,day,False
35508,5,257,drinking,False
35510,5,269,summer,False
35512,5,280,winter,False
35513,5,287,break,False
35515,5,295,really,False
35516,5,302,enjoy,False
35519,5,316,mill,False
35520,5,26,avenue.,False
35521,5,329,one,False
35524,5,339,favorite,False
35525,5,348,places,False
35528,5,362,strip,False
35530,5,371,fat,False
35531,5,375,tuesdays.you,False
35532,5,388,see,False
35536,5,401,weakness.,False
35539,5,401,weakness,False
35541,5,432,slushy,False
35542,5,439,drinks.,False
35543,5,432,slush,False
35544,5,453,puppies,False
35545,5,461,mr.,False
35546,5,465,mistys,False
35547,5,472,icees,False
35550,5,486,mother,False
35553,5,501,all...the,False
35554,5,511,pina,False
35555,5,516,colada.,False
35559,5,535,nutshell,False
35563,5,553,like,False
35564,5,558,fat,False
35565,5,375,tuesdays.,False
35567,5,576,pure,False
35568,5,581,sugar,False
35570,5,472,ice,False
35571,5,595,blended,False
35574,5,610,melange,False
35576,5,621,delicious.,False
35577,5,632,granted,False
35580,5,648,red,False
35581,5,652,frozen,False
35582,5,439,drinks,False
35583,5,666,taste,False
35585,5,676,exact,False
35589,5,696,octane,False
35590,5,703,pina,False
35591,5,516,colada,False
35592,5,715,thing,False
35593,5,721,blue,False
35594,5,726,raspberry,False
35596,5,740,mango,False
35598,5,621,delicious,False
35599,5,760,flavors,False
35601,5,597,end,False
35603,5,780,big,False
35604,5,784,old,False
35605,5,788,hangovers,False
35608,5,805,overindulge.,False
35610,5,822,since,False
35611,5,828,theyre,False
35612,5,835,frozen,False
35614,5,845,takes,False
35615,5,851,much,False
