ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
839,the killer angels: the classic novel of the civil war (civil war trilogy),Michael Shaara,Ballantine Books,1987-8-12,Kindle,355.0,4.7
840,legend,Marie Lu,Speak,2013-4-16,Paperback,352.0,4.5
841,binti,Nnedi Okorafor,Tor.com,2015-9-22,Kindle,96.0,4.5
842,stories of your life and others,Ted Chiang,Vintage,2016-6-14,Paperback,304.0,4.4
843,how to hang a witch,Adriana Mather,Ember,2017-9-12,Kindle,368.0,4.8
844,"harry potter and the cursed child, parts one and two: the official playscript of the original west end production",J.K. Rowling,Arthur A. Levine Books,2017-7-25,Hardcover,336.0,3.8
845,the once and future king,T. H. White,Ace Books,,Hardcover,639.0,4.2
846,hotbloods (volume 1),Bella Forrest,CreateSpace Independent Publishing Platform,2017-11-26,Hardcover,350.0,4.4
847,the trouble with twelfth grave: a charley davidson novel (charley davidson series),Darynda Jones,St. Martin's Paperbacks,2018-2-27,Paperback,304.0,4.7
848,"sonatas, fantasias & rondos, vol 2 (kalmus edition)",Carl Philipp Emanuel Bach,Alfred Music,1985-3-1,Kindle,108.0,
849,the night circus,Erin Morgenstern,Anchor Books,2012-7-3,Paperback,516.0,4.4
850,howl's moving castle,Diana Wynne Jones,Greenwillow Books,2008-4-22,Hardcover,448.0,4.7
851,scarlet,Marissa Meyer,Square Fish,2014-0-0,Hardcover,512.0,4.7
852,the year's best fantasy and horror: eighteenth annual collection (year's best fantasy & horror (paperback)),Ellen Datlow,St. Martin's Griffin,2005-8-1,Kindle,608.0,3.8
853,"water, book one of the akasha series",Terra Harmony,CreateSpace Independent Publishing Platform,2012-7-13,Paperback,292.0,3.5
854,the chosen: a novel of the black dagger brotherhood,J.R. Ward,Ballantine Books,2017-9-26,Paperback,576.0,4.7
855,fledgling: the shapeshifter chronicles (volume 1),Natasha Brown,Natasha S Brown,2012-1-15,Hardcover,242.0,4.1
856,onset: to serve and protect (volume 1),Glynn Stewart,Faolan's Pen Publishing Inc.,2016-11-29,Kindle,400.0,4.5
857,darkstalker (wings of fire: legends),Tui T. Sutherland,Scholastic Inc.,2017-11-28,Paperback,400.0,4.8
858,the prince and the dressmaker,Jen Wang,First Second,2018-2-13,Hardcover,288.0,4.7
859,the essential calvin and hobbes: a calvin and hobbes treasury,Bill Watterson,Andrews McMeel Publishing,1988-0-0,Hardcover,256.0,4.8
860,between shades of gray,Ruta Sepetys,Speak,2012-4-3,Paperback,384.0,4.7
861,the wind through the keyhole: the dark tower iv-1/2,Stephen King,Scribner,2016-12-6,Hardcover,320.0,4.6
862,"the shadow throne (the ascendance trilogy, book 3): book 3 of the ascendance trilogy",Jennifer A. Nielsen,Scholastic Paperbacks,2015-1-27,Paperback,336.0,4.7
863,the watchmaker's daughter (glass and steele),C.J. Archer,C.J. Archer,2017-11-7,Hardcover,300.0,4.3
864,ishmael:a novel,Daniel Quinn,Bantam,1995-5-1,Kindle,263.0,4.6
865,armada: a novel by the author of ready player one,Ernest Cline,Broadway Books,2016-4-12,Paperback,384.0,3.6
866,the martian,Andy Weir,Broadway Books,2014-10-28,Hardcover,387.0,4.7
867,"7: the dark tower vii (the dark tower, book 7)",Stephen King,Pocket Books,2006-9-1,Hardcover,1072.0,4.5
868,gwendy's button box: a novella,Stephen King,Gallery Books,2017-10-31,Kindle,176.0,4.3
869,"the dark tower v: the wolves of the calla (the dark tower, book 5)",Stephen King,Pocket Books,2006-2-1,Hardcover,960.0,4.6
870,annihilation: a novel: movie tie-in edition (the southern reach trilogy),Jeff VanderMeer,MCD x FSG Originals,2018-2-13,Paperback,208.0,3.6
871,never let me go,Kazuo Ishiguro,Vintage,2006-3-14,Hardcover,288.0,3.7
872,broken angels: a novel (takeshi kovacs),Richard K. Morgan,Del Rey,2004-3-2,Hardcover,384.0,3.9
873,twice bitten: an argeneau novel,Lynsay Sands,Avon,2018-3-27,Kindle,384.0,
874,the final day: a john matherson novel,William R. Forstchen,Forge Books,2017-10-31,Paperback,480.0,4.7
875,the sorcerer of the north: book five (ranger's apprentice),John Flanagan,Puffin Books,2009-6-25,Paperback,336.0,4.6
876,one year after: a john matherson novel,William R. Forstchen,Forge Books,2016-6-28,Paperback,448.0,4.4
877,'salem's lot,Stephen King,Anchor,2011-12-27,Paperback,672.0,4.5
878,"shadow of night (all souls trilogy, bk 2)",Deborah Harkness,Penguin Books,2013-5-28,Paperback,592.0,4.5
879,fool moon (dresden files),Jim Butcher,Roc,2001-1-1,Paperback,432.0,4.5
880,the book of life: a novel (all souls trilogy),Deborah Harkness,Penguin Books,2015-5-26,Hardcover,576.0,4.6
881,death masks (dresden files),Jim Butcher,Roc,2003-8-5,Paperback,464.0,4.7
882,"dead until dark  (sookie stackhouse/true blood, book 1)",Charlaine Harris,Ace Books,2001-5-1,Hardcover,292.0,4.4
883,the eyes of the dragon: a novel,Stephen King,Gallery Books,2018-1-9,Hardcover,384.0,4.5
884,neuromancer,William Gibson,Ace,1984-7-1,Kindle,271.0,4.2
885,the passage: a novel (book one of the passage trilogy),Justin Cronin,Ballantine Books,2011-5-17,Kindle,785.0,4.2
886,summer knight (dresden files),Jim Butcher,Roc,2002-9-3,Hardcover,371.0,4.6
887,"blood rites (the dresden files, book 6)",Jim  Butcher,Roc,2004-8-3,Paperback,372.0,4.7
888,wayward (the wayward pines trilogy),Blake Crouch,Thomas & Mercer,2013-9-17,Paperback,322.0,4.5
889,lord of the flies: (penguin classics deluxe edition),William Golding,Penguin Classics,2016-11-15,Kindle,336.0,4.5
890,watchers,Dean Koontz,Berkley,2003-1-28,Hardcover,624.0,4.8
891,the changeling: a novel,Victor LaValle,Spiegel & Grau,2018-3-6,Hardcover,448.0,3.9
892,the lost world: a novel (jurassic park),Michael Crichton,Ballantine Books,2012-10-30,Hardcover,432.0,4.5
893,world war z: an oral history of the zombie war,Max Brooks,Three Rivers Press,2007-10-16,Hardcover,342.0,4.3
894,"night shift (a novel of midnight, texas)",Charlaine Harris,Ace,2017-2-7,Kindle,400.0,4.7
895,the dark tower ii: the drawing of the three,Stephen King,Pocket Books,2016-12-27,Kindle,528.0,4.3
896,ghost story (dresden files),Jim Butcher,Roc,2012-8-7,Kindle,608.0,4.4
897,"white night (the dresden files, book 9)",Jim Butcher,Roc,2008-2-5,Hardcover,528.0,4.7
898,changes (dresden files),Jim Butcher,Roc,2011-3-1,Hardcover,560.0,4.7
899,"small favor (the dresden files, book 10)",Jim Butcher,Roc,2009-3-3,Paperback,560.0,4.8
900,"proven guilty (the dresden files, book 8)",Jim Butcher,Roc,2007-2-6,Hardcover,576.0,4.7
901,fatherland: a novel,Robert Harris,Random House Trade Paperbacks,2006-9-5,Paperback,352.0,4.3
902,the historian,Elizabeth Kostova,Back Bay Books,2009-9-1,Hardcover,720.0,4.0
903,crónica de una muerte anunciada (spanish edition),Gabriel Garc\u00eda M\u00e1rquez,Vintage Espanol,2003-10-14,Hardcover,128.0,4.4
904,the dark tower iii: the waste lands,Stephen King,Pocket Books,2016-12-27,Kindle,720.0,4.3
905,"turn coat (the dresden files, book 11)",Jim Butcher,Roc,2010-3-2,Paperback,576.0,4.8
906,race for the flash stone (the anlon cully chronicles) (volume 2),K Patrick Donoghue,"Leaping Leopard Enterprises, LLC",2017-5-9,Hardcover,358.0,4.3
907,the thief of always,Clive Barker,Harper Perennial,2008-11-11,Hardcover,288.0,4.3
908,something wicked this way comes: a novel,Ray Bradbury,Simon & Schuster,2017-10-24,Hardcover,352.0,4.2
909,we have always lived in the castle (penguin classics deluxe edition),Shirley Jackson,Penguin Classics,2006-10-31,Paperback,146.0,4.2
910,"midnight crossroad (a novel of midnight, texas)",Charlaine Harris,Ace,2015-3-31,Kindle,384.0,4.3
911,the cartel 4: diamonds are forever (urban books),Ashley,Urban Books,2014-2-4,Kindle,352.0,4.6
912,sleeping giants (the themis files),Sylvain Neuvel,Del Rey,2017-1-24,Hardcover,336.0,3.9
913,the city of mirrors: a novel (passage trilogy),Justin Cronin,Ballantine Books,2017-5-16,Hardcover,624.0,4.5
914,"crocodile on the sandbank (amelia peabody, book 1)",Elizabeth Peters,Grand Central Publishing,2013-5-28,Paperback,352.0,4.5
915,i have no mouth and i must scream: stories,Harlan Ellison,Open Road Media,2014-6-3,Kindle,162.0,4.1
916,"dead and gone (sookie stackhouse/true blood, book 9)",Charlaine Harris,Ace,2010-4-6,Kindle,320.0,4.3
917,the turn: the hollows begins with death,Kim Harrison,Pocket Books,2017-10-31,Kindle,560.0,4.5
918,shadow hunt (disrupted magic),Melissa F. Olson,47North,2018-2-13,Paperback,316.0,4.9
919,"crossroads of twilight (wheel of time, book 10)",Robert Jordan,Tor Fantasy,,Kindle,846.0,3.1
920,murder of crows (a novel of the others),Anne Bishop,Roc,2015-2-3,Hardcover,448.0,4.7
921,a scanner darkly,Philip K. Dick,Mariner Books,2011-10-18,Hardcover,304.0,4.3
922,the fireman: a novel,Joe Hill,William Morrow Paperbacks,2017-1-3,Hardcover,768.0,4.2
923,el laberinto de los espiritus (spanish edition),Carlos Ruiz Zafon,Vintage Espanol,2017-10-24,Hardcover,928.0,4.8
924,horrorstor: a novel,Grady Hendrix,Quirk Books,2014-9-23,Hardcover,240.0,4.2
925,sixth grave on the edge (charley davidson),Darynda Jones,St. Martin's Paperbacks,2014-8-26,Paperback,400.0,4.7
926,the long dark tea-time of the soul (dirk gently),Douglas Adams,Gallery Books,2014-10-7,Hardcover,256.0,4.3
927,timeline,Michael Crichton,Ballantine Books,2003-11-4,Hardcover,512.0,4.1
928,altar of eden,James Rollins,Harper,2010-12-28,Kindle,528.0,4.3
929,valis (valis trilogy),Philip K. Dick,Mariner Books,2011-10-18,Paperback,288.0,3.8
930,the first city (the dominion trilogy),Joe Hart,Thomas & Mercer,2017-3-28,Paperback,444.0,4.6
931,"grave surprise (harper connelly mysteries, book 2)",Charlaine Harris,Berkley,2007-9-25,Paperback,320.0,4.4
932,you may now kill the bride (return to fear street),R.L. Stine,HarperTeen,2018-7-24,Hardcover,352.0,
933,empire games: a tale of the merchant princes universe,Charles Stross,Tor Books,2017-12-5,Hardcover,336.0,4.3
934,"mind game (ghostwalkers, book 2)",Christine Feehan,Berkley,2004-7-27,Hardcover,384.0,4.7
935,deep storm,Lincoln Child,Anchor,2011-7-19,Hardcover,384.0,4.3
936,lemon pies and little white lies (a charmed pie shoppe mystery),Ellery Adams,Berkley,2015-4-7,Hardcover,304.0,4.7
937,woman on the edge of time: a novel,Marge Piercy,Ballantine Books,1997-6-23,Paperback,432.0,3.9
938,"vampire, interrupted (argeneau vampires, book 9)",Lynsay Sands,Avon,2008-2-26,Kindle,384.0,4.7
939,pandora (new tales of the vampires),Anne Rice,Ballantine Books,1998-12-26,Paperback,368.0,4.2
940,the syndicate: carl weber presents (urban renaissance),Brick,Urban Books,2016-8-30,Kindle,288.0,4.6
941,the final trade (the dominion trilogy),Joe Hart,Thomas & Mercer,2016-9-13,Kindle,352.0,4.6
942,gangsta,K'wan,Urban Books,2014-8-5,Kindle,304.0,4.1
943,"shadow of a dark queen (the serpentwar saga, book 1)",Raymond E Feist,EOS,2010-12-28,Paperback,497.0,4.5
944,the edge of the light (the edge of nowhere),Elizabeth George,Speak,2017-8-1,Hardcover,416.0,3.1
945,wired,Douglas E. Richards,Paragon Press,2012-7-23,Paperback,352.0,4.2
946,fear the dark (a bishop/scu novel),Kay Hooper,Berkley,2016-8-30,Paperback,320.0,4.5
947,skitter: a novel (the hatching series),Ezekiel Boone,Atria/Emily Bestler Books,2017-11-7,Kindle,368.0,4.3
948,dog food: k'wan presents,Raynesha Pittman,Urban Books,2016-7-26,Hardcover,304.0,4.5
949,false memory: a novel,Dean Koontz,Bantam,2012-6-26,Hardcover,768.0,4.0
950,"grave sight (harper connelly mysteries, book 1)",Charlaine Harris,Berkley,2006-9-26,Hardcover,310.0,4.0
951,beware of pity (new york review books classics),Stefan Zweig,NYRB Classics,2006-6-20,Hardcover,392.0,4.4
952,secret honor (honor bound),W.E.B. Griffin,G.P. Putnam's Sons,2000-12-1,Hardcover,624.0,4.3
953,sanctuary: a postapocalyptic novel (the new world series),G. Michael Hopf,Plume,2014-5-27,Paperback,352.0,4.5
954,"atlantis found (dirk pitt, no. 15)",Clive Cussler,G.P. Putnam's Sons,2001-5-1,Paperback,704.0,4.4
955,the death of ivan ilyich and other stories (vintage classics),Leo Tolstoy,Vintage,2010-10-5,Kindle,528.0,4.3
956,night of the living deed (a haunted guesthouse mystery),E.J. Copperman,Berkley,2010-6-1,Hardcover,336.0,4.3
957,rumors of marty goode,Jeff Ryan Williams,Moon Fortress Press,2017-11-27,Hardcover,80.0,4.6
958,magic and macaroons (a magical bakery mystery),Bailey Cates,Berkley,2015-7-7,Kindle,320.0,4.5
959,ghost in the wind (a haunted guesthouse mystery),E.J. Copperman,Berkley,2015-12-1,Hardcover,304.0,4.5
960,"indiana jones and the peril at delphi (indiana jones, no. 1)",Rob MacGregor,Bantam,1991-1-1,Kindle,248.0,3.7
961,"mr. peabody's house (werewolves, vampires and demons, oh my)",Eve Langlais,Eve Langlais,2017-11-30,Paperback,296.0,4.4
962,"dark side of the road, the: a country house murder mystery with a supernatural twist",Simon Green,Severn House Trade Paperback,2015-11-1,Paperback,224.0,4.0
963,to helvetica and back (a dangerous type mystery),Paige Shelton,Berkley,2016-1-5,Kindle,304.0,4.4
964,the quincunx,Charles Palliser,Ballantine Books,,Kindle,800.0,4.0
965,the wall,Marlen Haushofer,Cleis Press,2013-6-11,Kindle,244.0,3.9
966,the wolf road: a novel,Beth Lewis,Broadway Books,2017-4-11,Paperback,368.0,4.1
967,dragon rule: book five of the age of fire,E.E. Knight,Ace,2012-7-3,Paperback,368.0,4.2
968,quilt trip: a southern quilting mystery,Elizabeth Craig,Berkley,2013-12-3,Hardcover,304.0,4.3
969,"cruel zinc melodies (garrett, p.i. #12)",Glen Cook,Ace,2008-5-6,Kindle,416.0,4.5
970,ditched 4 murder (sophie kimball mystery),J.C. Eaton,Kensington,2017-11-28,Paperback,352.0,4.4
971,the sighting,Christopher Coleman,Independently published,2017-12-11,Hardcover,143.0,4.1
972,"wicked bronze ambition: a garrett, p.i., novel",Glen Cook,Ace,2013-7-2,Hardcover,496.0,4.2
973,dead and buried (blackmoore sisters cozy mysteries) (volume 2),Leighann Dobbs,CreateSpace Independent Publishing Platform,2013-6-25,Kindle,266.0,4.4
974,queen of the struggle,Nik Korpon,Angry Robot,2018-3-6,Paperback,320.0,
975,single white vampire (argeneau vampire),Lynsay Sands,Avon,2010-6-29,Hardcover,384.0,4.5
976,aunt dimity beats the devil (aunt dimity mystery),Nancy Atherton,Penguin Books,2001-10-1,Hardcover,256.0,4.5
977,blood crossed (netherworld paranormal police department) (volume 1),John P. Logsdon,CreateSpace Independent Publishing Platform,2018-1-27,Paperback,158.0,4.6
978,the phoenix descent,Chuck Grossart,47North,2016-3-15,Paperback,368.0,4.3
979,mockingbird (miriam black),Chuck Wendig,Saga Press,2015-10-20,Hardcover,368.0,4.5
980,the names,Don DeLillo,Vintage,1989-7-17,Paperback,352.0,3.4
981,the confessions of max tivoli: a novel,Andrew Sean Greer,Picador,2005-2-1,Paperback,288.0,4.1
982,vampire most wanted: an argeneau novel (argeneau vampire),Lynsay Sands,Avon,2014-2-18,Paperback,384.0,4.4
983,in a witch's wardrobe: a witchcraft mystery,Juliet Blackwell,Berkley,2012-7-3,Paperback,336.0,4.6
984,assassin's creed: revelations,Oliver Bowden,Ace,2011-11-29,Kindle,512.0,4.4
985,forgotten sins (sin brothers),Rebecca Zanetti,Forever,2014-1-28,Paperback,400.0,4.5
986,a cure for suicide: a novel (vintage contemporaries),Jesse Ball,Vintage,2016-6-14,Paperback,272.0,3.2
987,the accidental alchemist (an accidental alchemist mystery),Gigi Pandian,Midnight Ink,2015-1-8,Kindle,360.0,4.3
988,innocent monster (a moe prager mysteries),Reed Farrel Coleman,Gallery Books,2012-1-15,Hardcover,288.0,4.1
989,one of our thursdays is missing: a thursday next novel,Jasper Fforde,Penguin Books,2012-1-31,Kindle,384.0,4.1
990,the murders in the rue morgue (modern library classics),Edgar Allan Poe,Modern Library,2006-5-23,Hardcover,160.0,3.9
991,gorgon,Greig Beck,Momentum,2014-7-1,Paperback,414.0,4.5
992,the nightshade forensic files: under dark skies (book 1) (volume 1),A.J. Scudiere,Griffyn Ink,2015-4-1,Hardcover,378.0,4.5
993,"a clash of kings (a song of ice and fire, book 2)",George R. R. Martin,Bantam,2000-9-5,Kindle,1040.0,4.6
994,the stone sky (the broken earth),N. K. Jemisin,Orbit,2017-8-15,Paperback,464.0,4.6
995,a feast for crows: a song of ice and fire (game of thrones),George R. R. Martin,Bantam,2006-9-26,Paperback,1104.0,4.2
996,final fantasy(r) xi atlas,Ed Kern,Brady Games,2005-4-22,Paperback,160.0,3.3
997,"landscapes art: gray scale photo adult coloring book, mind relaxation stress relief coloring book vol2: series of coloring book for adults and grown ... x 27.94 cm) (adults coloring book) (volume 2)",Banana Leaves,CreateSpace Independent Publishing Platform,2016-12-6,Paperback,62.0,5.0
998,fantasy online polynya: a litrpg saga (volume 2),Harmon Cooper,CreateSpace Independent Publishing Platform,2017-10-18,Kindle,422.0,4.8
999,saga of the giants,J. D. Neal,CreateSpace Independent Publishing Platform,2016-2-3,Hardcover,170.0,5.0
1000,"blood of requiem: song of dragons, book 1",Daniel Arenson,Moonclipse,2011-5-17,Kindle,318.0,3.9
1001,the crimson crown (a seven realms novel),Cinda Williams Chima,Disney-Hyperion,2013-10-1,Hardcover,624.0,4.8
1002,angels in america: a gay fantasia on national themes: revised and complete edition,Tony Kushner,Theatre Communications Group,2013-12-24,Paperback,304.0,4.3
1003,isis orb (the xanth novels),Piers Anthony,Open Road Media Sci-Fi & Fantasy,2016-10-18,Kindle,298.0,4.2
1004,the fantasy art techniques of tim hildebrandt,Jack Norton,Sterling,2000-6-30,Kindle,160.0,4.6
1005,the nine fantasies that will ruin your life (and the eight realities that will save you),Joy Browne,Harmony,1999-9-21,Hardcover,272.0,3.9
1006,remembering (the starlight chronicles) (volume 4),C. S. Johnson,CreateSpace Independent Publishing Platform,2016-4-1,Paperback,284.0,4.4
1007,the warlock of firetop mountain (fighting fantasy),Steve Jackson,Wizard Books,2002-6-3,Kindle,192.0,4.6
1008,dragonfly in amber: a novel (outlander),Diana Gabaldon,Dell,1993-11-2,Hardcover,976.0,4.6
1009,the drums of autumn,Diana Gabaldon,Dell,1997-0-0,Paperback,1070.0,4.7
1010,the urban fantasy anthology,Joe R Lansdale,Tachyon Publications,2011-8-15,Kindle,431.0,2.8
1012,"a storm of swords (a song of ice and fire, book 3)",George R. R. Martin,Bantam,2003-3-4,Paperback,1216.0,4.7
1013,bridge to terabithia,Katherine Paterson,HarperCollins,2017-5-2,Kindle,144.0,4.6
1014,knights: the eye of divinity (knights series) (volume 1),Robert E. Keller,CreateSpace Independent Publishing Platform,2013-11-15,Paperback,284.0,3.9
1015,skip: book 1 (volume 1),Perrin Briar,CreateSpace Independent Publishing Platform,2017-1-17,Kindle,262.0,4.1
1016,north! or be eaten (the wingfeather saga),Andrew Peterson,WaterBrook,2009-8-18,Paperback,352.0,4.9
1017,the legend of korra turf wars part two,Michael Dante DiMartino,Dark Horse Books,2018-1-30,Kindle,80.0,4.8
1018,crown of destruction (warhammer),Kieron Gillen,Games Workshop,2016-9-27,Kindle,96.0,1.9
1019,the handmaid's tale,Margaret Atwood,Anchor,1998-3-16,Kindle,311.0,4.1
1020,lord of the flies,William Golding,Penguin Books,2003-12-16,Hardcover,224.0,4.2
1021,"magic tree house boxed set, books 1-4: dinosaurs before dark, the knight at dawn, mummies in the morning, and pirates past noon",Mary Pope Osborne,Random House Books for Young Readers,2001-5-29,Paperback,80.0,4.8
1022,percy jackson and the olympians 5 book paperback boxed set (new covers w/poster) (percy jackson & the olympians),Rick Riordan,Disney-Hyperion,2014-6-3,Hardcover,1840.0,4.8
1023,adult coloring book: nice little : fantasy coloring adventure,Art Lixus,CreateSpace Independent Publishing Platform,2018-2-21,Hardcover,102.0,
1024,gnome home hex-map sketchbook: game mapping sketch pad notebook (fantasy 150 hex-map) (volume 22),N.D. Author Services,CreateSpace Independent Publishing Platform,2017-6-23,Paperback,160.0,
1025,"good omens: the nice and accurate prophecies of agnes nutter, witch",Neil Gaiman,William Morrow,2006-11-28,Kindle,432.0,4.5
1026,the fiery cross (outlander),Diana Gabaldon,Dell,2005-8-30,Kindle,1443.0,4.6
1027,voyager: a novel (outlander),Diana Gabaldon,Dell,1994-10-1,Paperback,1104.0,4.7
1028,cien años de soledad (spanish edition),Gabriel Garc\u00eda M\u00e1rquez,Vintage Espanol,2009-9-22,Kindle,496.0,4.7
1029,"how to write a novel: step-by-step | essential romance novel, mystery novel and fantasy novel writing tricks any writer can learn (writing best seller) (volume 1)",Sandy Marsh,CreateSpace Independent Publishing Platform,2017-11-30,Hardcover,68.0,4.6
1030,the siege of abythos (the chronicles of the black gate) (volume 3),Phil Tucker,CreateSpace Independent Publishing Platform,2017-3-20,Paperback,722.0,4.6
1031,borne: a novel,Jeff VanderMeer,MCD,2018-2-27,Kindle,368.0,4.1
1032,a dance with dragons (a song of ice and fire),George R. R. Martin,Bantam,2013-10-29,Hardcover,1152.0,4.3
1033,"adult coloring books: fantasy world for men: 40 coloring pages of fantasy, dragons, skulls, monsters, warriors and more",B A Mowery,CreateSpace Independent Publishing Platform,2017-11-22,Kindle,90.0,
1034,the green ember (the green ember series: book 1),S. D. Smith,Story Warren Books,2014-12-12,Kindle,368.0,4.8
1035,brave new world,Aldous Huxley,Harper Perennial,2006-10-18,Paperback,288.0,4.2
1036,dreamlings: a magical coloring book,Edwina mc namee,CreateSpace Independent Publishing Platform,2018-2-11,Paperback,112.0,4.6
1037,sword of destiny (the witcher),Andrzej Sapkowski,Orbit,2015-12-1,Kindle,400.0,4.8
1038,raptor: urban fantasy noir (volume 1),B.A. Bostick,Enchanted Indie Press,2017-4-23,Paperback,522.0,4.5
1039,heir of fire (throne of glass),Sarah J. Maas,Bloomsbury USA Childrens,2015-9-1,Hardcover,592.0,4.8
1040,"the last olympian (percy jackson and the olympians, book 5)",Rick Riordan,Disney-Hyperion,2011-1-25,Hardcover,432.0,4.8
1041,throne of glass,Sarah J. Maas,Bloomsbury USA Childrens,2013-5-7,Kindle,432.0,4.5
1042,the oxford book of fantasy stories,Tom Shippey,Oxford University Press,1995-6-1,Hardcover,528.0,4.7
1043,the left hand of darkness,Ursula K. Le Guin,Ace Books,1987-3-15,Kindle,304.0,4.2
1044,crown of midnight (throne of glass),Sarah J. Maas,Bloomsbury USA Childrens,2014-9-2,Paperback,448.0,4.8
1045,parable of the sower (earthseed),Octavia E. Butler,Grand Central Publishing,2000-1-1,Hardcover,352.0,4.5
1046,queen of shadows (throne of glass),Sarah J. Maas,Bloomsbury USA Childrens,2016-9-6,Kindle,672.0,4.8
1047,the obelisk gate (the broken earth),N. K. Jemisin,Orbit,2016-8-16,Paperback,448.0,4.6
1048,"the heroes of olympus, book five the blood of olympus",Rick Riordan,Disney-Hyperion,2016-4-5,Paperback,544.0,4.7
1049,watership down: a novel,Richard Adams,Scribner,2005-11-1,Paperback,476.0,4.7
1050,kafka on the shore,Haruki Murakami,Vintage,2006-1-3,Hardcover,480.0,4.3
1051,"fantasies of a young submissive: dark, beautiful and intensely erotic!",Rosaleen Young,Chimera,2014-8-12,Kindle,110.0,
1052,an oathbreaker's vow: the tahaerin chronicles book one (volume 1),J. Ellen Ross,CreateSpace Independent Publishing Platform,2014-12-1,Paperback,370.0,4.5
1054,"adult fantasy: searching for true maturity in an age of mortgages, marriages, and other adult milestones",Briohny Doyle,Scribe Publications,2017-7-13,Hardcover,320.0,
1055,"zigeunerweisen, carmen fantasy, introduction & tarantella: with separate violin part (dover chamber music scores)",Pablo de Sarasate,Dover Publications,2013-2-20,Hardcover,48.0,5.0
1056,final fantasy viii: official strategy guide,na,Square Co. Ltd.,1999-0-0,Hardcover,,4.4
1057,"legends ii: dragon, sword, and king",Robert Silverberg,Del Rey,2004-10-26,Hardcover,416.0,4.3
1058,the mammoth book of comic fantasy (mammoth books),Mike Ashley,Running Press,1998-5-10,Hardcover,512.0,1.9
1060,spectrum 24: the best in contemporary fantastic art,John Fleskes,Flesk Publications,2017-10-31,Kindle,304.0,5.0
1061,"cheyenne: a timeless series novel, book one (timeless series novels) (volume 1)",Lisa L Wiedmeier,"IFS, LLC",2011-7-15,Paperback,308.0,4.0
1062,how to draw fantasy characters: your step by step guide to drawing fantasy characters,HowExpert Press,CreateSpace Independent Publishing Platform,2016-12-2,Paperback,192.0,
1063,the princess bride: s. morgenstern's classic tale of true love and high adventure,William Goldman,Harcourt,2007-10-8,Hardcover,512.0,4.7
1064,a fantasy wonderland - 2nd edition: a greyscale coloring book (volume 2),Hester Moult,CreateSpace Independent Publishing Platform,2017-9-16,Kindle,102.0,4.6
1065,the gate,Isabella,Sapphire Books Publishing,2017-9-21,Kindle,250.0,4.3
1066,"cursed (cursed magic series, book 1)",Casey Odell,CreateSpace Independent Publishing Platform,2012-8-6,Hardcover,362.0,4.2
1067,"spinning fantasies: rabbis, gender, and history (contraversions: critical studies in jewish literature, culture, and society)",Miriam B. Peskowitz,University of California Press,1997-11-26,Hardcover,263.0,5.0
1068,the indian in the cupboard,Lynne Reid Banks,Yearling,2010-2-9,Paperback,240.0,4.7
1069,"saving xenos: an unofficial graphic novel for minecrafters, #6",Cara J. Stevens,Sky Pony Press,2018-2-20,Kindle,192.0,5.0
1070,"the lightning thief (percy jackson and the olympians, book 1)",Rick Riordan,Disney-Hyperion,2006-4-1,Kindle,416.0,4.7
1071,the hitchhiker's guide to the galaxy,Douglas Adams,Del Rey,1995-9-27,Paperback,224.0,4.5
1072,ice fantasy (chinese edition),Guo Jingming,Hunan literature and Art Publishing House,2016-5-1,Kindle,246.0,3.6
1073,fifty shades trilogy (fifty shades of grey / fifty shades darker / fifty shades freed),E L James,Vintage,2012-6-12,Kindle,1625.0,4.2
1074,ember falls (the green ember series: book 2),S. D. Smith,Story Warren Books,2016-9-13,Kindle,336.0,4.9
1075,a breath of snow and ashes (outlander),Diana Gabaldon,Dell,2008-4-29,Kindle,1488.0,4.8
1076,an echo in the bone: a novel (outlander),Diana Gabaldon,Dell,2011-5-24,Kindle,1200.0,4.7
1077,miss peregrine's home for peculiar children (miss peregrine's peculiar children),Ransom Riggs,Quirk Books,2013-6-4,Paperback,382.0,4.4
1078,the adventure zone: here there be gerblins,Clint McElroy,First Second,2018-7-17,Kindle,256.0,
1079,get started in: writing science fiction and fantasy (teach yourself),Adam Roberts,Teach Yourself,2014-6-27,Kindle,256.0,5.0
1081,bellewether,Susanna Kearsley,Sourcebooks Landmark,2018-8-7,Hardcover,448.0,
1082,written in my own heart's blood: a novel (outlander),Diana Gabaldon,Dell,2016-5-31,Kindle,1152.0,4.7
1083,dirge of cerberus(tm) -final fantasy(r) vii- signature series guide (bradygames signature series guide),Doug Walsh,BRADY GAMES,2006-8-9,Hardcover,208.0,4.7
1084,"mistborn trilogy boxed set (mistborn, the hero of ages, & the well of ascension)",Brandon Sanderson,Tor Fantasy,2009-11-3,Paperback,,4.6
1086,the secret witch,Jeff Severcool,Rowe Books,2017-10-4,Kindle,250.0,5.0
1087,the love fantasy: you in me,Khizra Zaheer,CreateSpace Independent Publishing Platform,2018-2-23,Kindle,388.0,
1088,the secret,Byron Preiss,iBooks,2015-1-16,Kindle,226.0,2.9
1089,wuthering heights (penguin classics),Emily Brontë,Penguin Classics,2002-12-31,Kindle,416.0,4.4
1090,adult coloring book: dragonfly dreams and fairy wings: coloring books for grown-ups,Cheryl Casey,CreateSpace Independent Publishing Platform,2016-8-27,Paperback,70.0,4.6
